fmid,market_name,street,city,county,state,zip,website,facebook,twitter,youtube,othermedia,season1date,season1time,season2date,season2time,season3date,season3time,season4date,season4time,x,y,location,has_organic,has_bakedgoods,has_cheese,has_crafts,has_flowers,has_eggs,has_seafood,has_herbs,has_vegetables,has_honey,has_jams,has_maple,has_meat,has_nursery,has_nuts,has_plants,has_poultry,has_prepared,has_soap,has_trees,has_wine,has_coffee,has_beans,has_fruits,has_grains,has_juices,has_mushrooms,has_petfood,has_tofu,has_wildharvested,accepts_credit,accepts_wic,accepts_wiccash,accepts_sfmnp,accepts_snap,updatetime,updatetime_unparsed
1011881,25th Street Market - North Logan at the Library Summer 2016,475 East 2500 North,North Logan,Cache,Utah,84341,http://northloganmarket.com,25th Street Market - North Logan at the Library,,,Instagram: north logan market  (25th Street Market),05/07/2016 to 10/15/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-111.8206049,41.7782437,,,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,2016-04-18T10:33:41+00:00,4/18/2016 10:33:41 AM
1010966,26th and Allegheny,26th Street and W Allegheny Avenue,Philadelphia,Philadelphia,Pennsylvania,19129,http://thefoodtrust.org/farmers-markets/market/26th-Allegheny,,,,,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,,,,,,,-75.1722883,40.0040946,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T15:17:20+00:00,3/24/2015 3:17:20 PM
1005299,29th and Wharton Farmers' Market,29th and Wharton Streets,Philadelphia,Philadelphia,Pennsylvania,19146,http://thefoodtrust.org/farmers-markets/market/29th-wharton,,,,,06/01/2015 to 11/15/2015,Tue: 2:00 PM-6:00 PM;,,,,,,,-75.19204,39.9373,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T14:47:10+00:00,3/24/2015 2:47:10 PM
1010994,2nd Street Farmers' Market,194 second street,Amherst,Amherst,Virginia,24521,http://secondstageAmherst.org,second stage of AMherst,,,,05/05/2016 to 09/01/2016,Thu: 3:30 PM-6:30 PM;,,,,,,,-79.048573,37.583311,,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,2016-03-04T13:51:55+00:00,3/4/2016 1:51:55 PM
1009959,2nd Street Market - Five Rivers MetroPark,600 E. 2nd Street,Dayton,Montgomery,Ohio,45402,http://www.metroparks.org,https://www.facebook.com/2ndStreetMarket/,,,,01/01/2016 to 12/31/2016,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-84.181030,39.762593,,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,2016-06-30T14:35:22+00:00,6/30/2016 2:35:22 PM
1004950,3 French Hens French Country Market,123 W. Illinois ave.,Morris,Grundy,Illinois,60450,http://www.3frenchhensmarket.blogspot.com,https://www.facebook.com/pages/3-French-Hens-French-Country-Market/422352511143508,,,,05/10/2014 to 10/11/2014,Sat: 8:00 AM-2:00 PM;,11/14/2014 to 11/15/2014,Fri: 4:30 PM-10:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,-88.425186,41.356383,Other,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,2014-04-04T23:58:41+00:00,4/4/2014 11:58:41 PM
1010775,30A Farmers' Market,Rosmary Beach Town Center,Rosemary Beach,Walton,Florida,32461,,https://www.facebook.com/30aFarmersMarket?ref=hl,,,,01/18/2015 to 01/05/2020,Sun: 9:00 AM-1:00 PM;,,,,,,,-86.002754,30.279017,,,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,2015-01-16T18:38:15+00:00,1/16/2015 6:38:15 PM
1018656,31 & Main Farmers Market at Campus Town,1928 Pennington Road,Ewing,Mercer,New Jersey,08618,http://www.31mainfarmersmarket.com,https://www.facebook.com/31mainfarmersmarket/,https://www.twitter.com/31mainfarmmarkt,,https://www.instagram.com/31mainfarmersmarket,06/11/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-74.783289,40.268253,,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,2017-07-12T13:42:22+00:00,7/12/2017 1:42:22 PM
1005636,32nd Street/Waverly Farmers Market,E. 32nd & Barclay Street,Baltimore,Baltimore,Maryland,21218,http://www.32ndstreetmarket.org,https://www.facebook.com/pages/Baltimores-32nd-Street-Farmers-Market/194872083921466?sk=wall,,,,01/01/2013 to 12/31/2013,Sat: 7:00 AM-12:00 PM;,,,,,,,-76.611,39.3272,Closed-off public street,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2014-03-14T13:23:50+00:00,3/14/2014 1:23:50 PM
1005310,33rd and Diamond Farmers' Market,N 33rd and Diamond Streets,Philadelphia,Philadelphia,Pennsylvania,19121,http://thefoodtrust.org/farmers-markets/market/33rd-diamond,,,,,06/01/2015 to 11/01/2015,Thu: 2:00 PM-6:00 PM;,,,,,,,-75.187167,39.988802,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T14:28:01+00:00,3/24/2015 2:28:01 PM
1018389,38th & Meridian Farmer's Market,3808 N Meridian St,Indianapolis,Marion,Indiana,46208,,,,,,06/01/2017 to 09/21/2017,Thu: 4:00 PM-6:30 PM;,,,,,,,-86.1575468,39.8255595,,,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,2017-06-26T08:19:14+00:00,6/26/2017 8:19:14 AM
1012280,39 North Marketplace,Downtown Sparks Victorian Ave,Sparks,Washoe,Nevada,89431,http://www.39northdowntown.com,39 North,39North Downtown,,,06/09/2016 to 08/18/2016,Thu: 4:00 PM-9:00 PM;,,,,,,,-119.754962,39.534773,,,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,2016-07-06T17:19:49+00:00,7/6/2016 5:19:49 PM
1004414,3rd & Curry St. Farmers Market,3rd & Curry Street,Carson City,Carson City,Nevada,89703,http://www.carsonfarmersmarket.com,,,,,June to September,Sat:8:30 AM - 1:30 PM;,,,,,,,-119.7678,39.16257,Local government building grounds,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2012-05-18T16:12:09+00:00,5/18/2012 4:12:09 PM
1011213,441 Ministries Farm Stand,441 Parsells Avenue,Rochester,Monroe,New York,14609,,,,,,,Tue: 3:00 PM-7:00 PM;,,,,,,,-77.5666043,43.1658344,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,2015-06-08T09:22:25+00:00,6/8/2015 9:22:25 AM
1010965,4th and Lehigh Farmers' Market,N 4th Street and W. Lehigh Avenue,Philadelphia,Philadelphia,Pennsylvania,19133,http://thefoodtrust.org/farmers-markets/market/fairhill-square,,,,,06/01/2015 to 11/22/2015,Tue: 1:00 PM-5:00 PM;,,,,,,,-75.138654,39.991748,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T15:11:40+00:00,3/24/2015 3:11:40 PM
1006234,4th Street Farmers Market,315 East 4th St.,Larimer,,Colorado,,http://www.4thstreetfarmersmarket.com,,,,,,,,,,,,,-105.073,40.3954,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2011
1006494,52 & Shadeland Avenue Farmers Market,5200 N. Shadeland Avenue,Indianapolis,,Indiana,46226,,,,,,,,,,,,,,-86.0476,39.8481,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1005304,52nd and Haverford Farmers' Market,N 52nd Street and Haverford Avenue,Philadelphia,Philadelphia,Pennsylvania,19139,http://thefoodtrust.org/farmers-markets/market/52nd-haverford,,,,,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,,,,,,,-75.224492,39.965054,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T14:38:14+00:00,3/24/2015 2:38:14 PM
1000060,57th Street Greenmarket,W 57 St. & 9 Ave,New York,New York,New York,10019,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,04/20/2013 to 12/21/2013,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,-73.985839,40.768159,Other,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2013-07-24T11:06:00+00:00,7/24/2013 11:06:00 AM
1005306,58th and Chester Farmers' Market,58th Street and Chester Avenue,Philadelphia,Philadelphia,Pennsylvania,19143,http://thefoodtrust.org/farmers-markets/market/58th-chester,,,,,06/01/2015 to 11/01/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,-75.228303,39.935721,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-03-24T14:35:04+00:00,3/24/2015 2:35:04 PM
1018965,61st Street Farmers Market,6100 S. Blackstone Ave,Chicago,Cook,Illinois,60637,https://experimentalstation.org/market,61market,61market,,Instagram:,05/12/2018 to 12/15/2018,Sat: 9:00 AM-2:00 PM;,,,,,,,-87.5905914,41.7840790,,,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,2018-02-23T16:18:31+00:00,2/23/2018 4:18:31 PM
1000061,79th Street Greenmarket,Columbus - W 78 & 81 Sts.,New York,New York,New York,10024,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,01/01/2013 to 12/31/2013,Sun: 8:00 AM-5:00 PM;,,,,,,,-73.9757,40.7818,Other,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2013-07-24T10:54:51+00:00,7/24/2013 10:54:51 AM
1000062,82nd Street Greenmarket,E 82nd St. - 1st & York Ave,New York,New York,New York,10028,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:30 PM;,,,,,,,-73.950090,40.773749,Other,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2013-07-24T10:50:27+00:00,7/24/2013 10:50:27 AM
1008391,84 west farmers market (Dothan),,Dothan,Houston,Alabama,,,,,,,06/06/2013 to 08/08/2013,Thu: 3:00 PM-6:00 PM;,,,,,,,-85.449944,31.232252,,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,2014-03-15T09:29:24+00:00,3/15/2014 9:29:24 AM
1001961,8th Avenue City Farmers Market,8th Ave & 2nd St SE,Cedar Rapids,Linn,Iowa,52401,,,,,,May to October,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,,,,,,,-91.6626534,41.9728370,Local government building grounds,,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,2012-04-25T13:17:22+00:00,4/25/2012 1:17:22 PM
1000063,92nd Street Greenmarket,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,06/23/2013 to 11/24/2013,Sun: 9:00 AM-4:00 PM;,,,,,,,-73.946421,40.780931,Other,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2013-07-24T10:43:59+00:00,7/24/2013 10:43:59 AM
1000064,97th Street Greenmarket,W 97 St. & Columbus,New York,New York,New York,10025,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,01/01/2013 to 12/31/2013,Fri: 8:00 AM-2:00 PM;,,,,,,,-73.9670120,40.7935600,Other,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2013-07-24T10:39:55+00:00,7/24/2013 10:39:55 AM
1011989,9th and Grand Farmers Market,304 West Grand Avenue,Salina,Saline,Kansas,67401,http://Farmtoforkks.com,,,,,05/10/2016 to 09/27/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.6117504,38.8528359,,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,2016-05-28T15:39:24+00:00,5/28/2016 3:39:24 PM
1000986,9th West Farmers Market/People's Market,1060 South 900 West,SALT LAKE CITY,Salt Lake,Utah,84110,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,,,05/12/2013 to 10/20/2013,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,,,,,,-111.9195223,40.7470177,,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,2016-06-28T01:05:51+00:00,6/28/2016 1:05:51 AM
1010617,A + Organic Farmers Market,Lee Rd. Farm,Boynton Beach,Palm Beach,Florida,33473,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,,,,,,,,,-80.221052,26.489351,,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,2014-09-29T13:37:38+00:00,9/29/2014 1:37:38 PM
1001683,A Better Choice Bakery & Market,27 W Potomac Street,Brunswick,Frederick,Maryland,21716,,https://www.facebook.com/nottinghamfarmersmarket,,,,January to December,Mon:12:00 PM - 5:00 PM;Tue:12:00 PM - 5:00 PM;Wed:12:00 PM - 5:00 PM;Thu:12:00 PM - 5:00 PM;Fri:12:00 PM - 5:00 PM;Sat:10:00 AM - 5:00 PM;sun:12:00 PM - 5:00 PM;,,,,,,,-77.6277075,39.3130660,Co-located with wholesale market facility,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2012-05-03T17:01:00+00:00,5/3/2012 5:01:00 PM
